id,title,price,currency,location,condition,brand,date_posted,url,scraped_at,brand_version,price_range,is_brand_new,title_length,ram_gb,storage_gb
1902,Samsung Galaxy S24 Ultra (Used),185000.0,LKR,Kandy,Used,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-s24-ultra-used-for-sale-kandy-127,2026-02-21 02:41:38,S24,100k-200k,0,31,,
1903,Samsung Galaxy S21 (Used),65000.0,LKR,Anuradhapura,Used,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-s21-rose-colour-used-for-sale-anuradhapura,2026-02-21 02:41:38,S21,60k-100k,0,25,,
1904,Apple iPhone 16 Pro Max 256GB (Used),299990.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-colombo-2410,2026-02-21 02:41:38,16,>200k,0,36,,256.0
1905,AirPods 2,17500.0,LKR,Batticaloa,Unknown,Other,17 hours,https://ikman.lk/en/ad/airpods-2-for-sale-batticaloa-2,2026-02-21 02:41:38,2,10k-30k,0,9,,
1906,Apple iPhone 11 Pro (Used),85000.0,LKR,Kandy,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-kandy-1469,2026-02-21 02:41:38,11,60k-100k,0,26,,
1907,Google Pixel 7 5G/8/128/full set (Used),65000.0,LKR,Gampaha,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-7-5g-8-128-full-set-used-for-sale-gampaha-111,2026-02-21 02:41:38,7,60k-100k,0,39,,
1908,Apple iPhone 11 (Used),27000.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8186,2026-02-21 02:41:38,11,10k-30k,0,22,,
1909,Apple iPhone 12 Pro Max 256GB (Used),123000.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-gampaha-5750,2026-02-21 02:41:38,12,100k-200k,0,36,,256.0
1910,Apple iPhone 13 Pro 256GB (Used),135000.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-gampaha-3341,2026-02-21 02:41:38,13,100k-200k,0,32,,256.0
1911,Infinix Hot 60 Pro 8GB/256GB (Brand New),60490.0,LKR,Colombo,Brand New,Infinix,17 hours,https://ikman.lk/en/ad/infinix-hot-60-pro-8gb-256gb-brand-new-for-sale-colombo-43,2026-02-21 02:41:38,60,60k-100k,1,40,,8.0
1912,Infinix Hot 60 Pro+ 8GB/256GB (Brand New),71990.0,LKR,Colombo,Brand New,Infinix,17 hours,https://ikman.lk/en/ad/infinix-hot-60-pro-8gb-256gb-brand-new-for-sale-colombo-42,2026-02-21 02:41:38,60,60k-100k,1,41,,8.0
1913,Samsung Galaxy S10 Plus 5G 512/256GB 8GB RAM (Used),64990.0,LKR,Colombo,Used,Samsung,,https://ikman.lk/en/ad/samsung-galaxy-s10-plus-5g-512-256gb-8gb-ram-used-for-sale-colombo,2026-02-21 02:41:40,S10,60k-100k,0,51,8.0,256.0
1914,Apple iPhone 17 Pro Max 256GB (Brand New),444990.0,LKR,Vavuniya,Brand New,Apple,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-brand-new-for-sale-vavuniya,2026-02-21 02:41:40,17,>200k,1,41,,256.0
1915,Samsung Galaxy S23+ 256GB (Used),97500.0,LKR,Colombo,Used,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-s23-256gb-used-for-sale-colombo-82,2026-02-21 02:41:40,S23,60k-100k,0,32,,256.0
1916,Google Pixel 7 5G/8/128/full set (Used),65000.0,LKR,Gampaha,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-7-5g-8-128-full-set-used-for-sale-gampaha-110,2026-02-21 02:41:40,7,60k-100k,0,39,,
1917,Xiaomi Poco C51 (Used),18500.0,LKR,Kegalle,Used,Xiaomi,17 hours,https://ikman.lk/en/ad/poco-c51-used-for-sale-kegalle,2026-02-21 02:41:40,C51,10k-30k,0,22,,
1918,Apple iPhone 14 Pro Max 256GB (Used),190000.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256-gb-used-for-sale-gampaha-128,2026-02-21 02:41:40,14,100k-200k,0,36,,256.0
1919,Apple iPhone 12 Pro Max 256GB (Used),125000.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-max-xa-256gb-used-for-sale-gampaha,2026-02-21 02:41:40,12,100k-200k,0,36,,256.0
1920,Apple iPhone 13 Pro 128GB (Used),125000.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-gampaha-1573,2026-02-21 02:41:40,13,100k-200k,0,32,,128.0
1921,Xiaomi Redmi 15C (Brand New),36500.0,LKR,Colombo,Brand New,Xiaomi,17 hours,https://ikman.lk/en/ad/xiaomi-redmi-15c-brand-new-for-sale-colombo-162,2026-02-21 02:41:40,15C,30k-60k,1,28,,
1922,Apple iPhone 14 128GB (Used),120000.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-gampaha-2068,2026-02-21 02:41:40,14,100k-200k,0,28,,128.0
1923,Apple iPhone 13 mini 128GB (Used),85900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-mini-128gb-used-for-sale-gampaha-253,2026-02-21 02:41:40,13,60k-100k,0,33,,128.0
1924,UMIDIGI G9x (Brand New),24750.0,LKR,Polonnaruwa,Brand New,Other,17 hours,https://ikman.lk/en/ad/umidigi-g9x-brand-new-for-sale-polonnaruwa,2026-02-21 02:41:40,G9X,10k-30k,1,23,,
1925,Apple iPhone 16 Pro 256GB (Used),215000.0,LKR,Kurunegala,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-16-pro-256-used-for-sale-kurunegala-1,2026-02-21 02:41:40,16,>200k,0,32,,256.0
1926,Apple iPhone XS (Used),49000.0,LKR,Monaragala,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-monaragala-169,2026-02-21 02:41:40,IPHONE,30k-60k,0,22,,
1927,Samsung Galaxy S23+ 256GB (Used),97500.0,LKR,Gampaha,Used,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-s23-256gb-used-for-sale-gampaha-47,2026-02-21 02:41:40,S23,60k-100k,0,32,,256.0
1928,Xiaomi Redmi 14C (Used),30000.0,LKR,Puttalam,Used,Xiaomi,17 hours,https://ikman.lk/en/ad/xiaomi-redmi-14c-used-for-sale-puttalam-31,2026-02-21 02:41:40,14C,30k-60k,0,23,,
1929,Google Pixel 7 (Used),75000.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-7-brand-new-for-sale-colombo-12,2026-02-21 02:41:40,7,60k-100k,0,21,,
1930,Apple iPhone 14 Pro 256GB (Used),180000.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-gampaha-2369,2026-02-21 02:41:40,14,100k-200k,0,32,,256.0
1931,Samsung Galaxy S25 Ultra 256GB (Used),205000.0,LKR,Gampaha,Used,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-s25-ultra-256gb-used-for-sale-gampaha-6,2026-02-21 02:41:40,S25,>200k,0,37,,256.0
1932,Samsung Galaxy A17 8GB 128GB (Brand New),76900.0,LKR,Colombo,Brand New,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-a17-8gb-128gb-brand-new-for-sale-colombo-12,2026-02-21 02:41:40,A17,60k-100k,1,40,,8.0
1933,Apple iPhone 11 (Used),60000.0,LKR,Jaffna,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-jaffna-906,2026-02-21 02:41:40,11,60k-100k,0,22,,
1934,UMIDIGI G9x (Brand New),24750.0,LKR,Vavuniya,Brand New,Other,17 hours,https://ikman.lk/en/ad/umidigi-g9x-brand-new-for-sale-vavuniya,2026-02-21 02:41:40,G9X,10k-30k,1,23,,
1935,Google Pixel 9 Pro XL 128GB (Used),183080.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-9-pro-xl-128gb-used-for-sale-colombo-28,2026-02-21 02:41:40,9,100k-200k,0,34,,128.0
1936,UMIDIGI G9x (Brand New),24750.0,LKR,Anuradhapura,Brand New,Other,17 hours,https://ikman.lk/en/ad/umidigi-g9x-brand-new-for-sale-anuradhapura-2,2026-02-21 02:41:40,G9X,10k-30k,1,23,,
1937,Apple iPhone 13 256GB (Used),107000.0,LKR,Kalutara,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-256gb-used-for-sale-kalutara-102,2026-02-21 02:41:40,13,100k-200k,0,28,,256.0
1938,Apple iPhone 13 Pro 512GB (Used),135900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-512gb-used-for-sale-gampaha-533,2026-02-21 02:41:40,13,100k-200k,0,32,,512.0
1939,Google Pixel 9 128GB (Used),147080.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-9-128gb-used-for-sale-colombo-86,2026-02-21 02:41:40,9,100k-200k,0,27,,128.0
1940,Apple iPhone 11 128GB (Used),63000.0,LKR,Colombo,Used,Apple,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-18980,2026-02-21 02:41:44,11,60k-100k,0,28,,128.0
1941,Apple iPhone 12 128GB (Used),73000.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-gampaha-6944,2026-02-21 02:41:44,12,60k-100k,0,28,,128.0
1942,Apple iPhone 13 128GB (Used),104900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-gampaha-6676,2026-02-21 02:41:44,13,100k-200k,0,28,,128.0
1943,Google Pixel 8 128GB (Used),90080.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-8-128gb-used-for-sale-colombo-166,2026-02-21 02:41:44,8,60k-100k,0,27,,128.0
1944,UMIDIGI G9x (Brand New),24750.0,LKR,Trincomalee,Brand New,Other,17 hours,https://ikman.lk/en/ad/umidigi-g9x-brand-new-for-sale-trincomalee,2026-02-21 02:41:44,G9X,10k-30k,1,23,,
1945,Infinix Hot 60i 8GB/256GB (Brand New),46990.0,LKR,Colombo,Brand New,Infinix,17 hours,https://ikman.lk/en/ad/infinix-hot-60i-8gb-256gb-brand-new-for-sale-colombo-9,2026-02-21 02:41:44,60I,30k-60k,1,37,,8.0
1946,Apple iPhone 13 128GB (Used),104900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-gampaha-6675,2026-02-21 02:41:44,13,100k-200k,0,28,,128.0
1947,Apple iPhone 14 128GB (Used),119999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-colombo-5953,2026-02-21 02:41:44,14,100k-200k,0,28,,128.0
1948,Google Pixel 8a 128GB (Used),86080.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-8a-128gb-used-for-sale-colombo-30,2026-02-21 02:41:44,8A,60k-100k,0,28,,128.0
1949,Apple iPhone 13 128GB (Used),102000.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-gampaha-6677,2026-02-21 02:41:44,13,100k-200k,0,28,,128.0
1950,Apple iPhone 14 128GB (Used),118900.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-colombo-5940,2026-02-21 02:41:44,14,100k-200k,0,28,,128.0
1951,Apple iPhone 12 Pro 256GB (Used),105900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8860,2026-02-21 02:41:44,12,100k-200k,0,32,,256.0
1952,Infinix Hot 60i 4GB/128GB (Brand New),36490.0,LKR,Colombo,Brand New,Infinix,17 hours,https://ikman.lk/en/ad/infinix-hot-60i-4gb-128gb-brand-new-for-sale-colombo-5,2026-02-21 02:41:44,60I,30k-60k,1,37,,4.0
1953,Google Pixel 8a 128GB (Used),86080.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-8a-128gb-used-for-sale-colombo-29,2026-02-21 02:41:44,8A,60k-100k,0,28,,128.0
1954,Apple iPhone 13 Pro 128GB GOLD (Used),123999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-gold-used-for-sale-colombo-10,2026-02-21 02:41:44,13,100k-200k,0,37,,128.0
1955,Apple iPhone 14 128GB (Used),118900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-gampaha-2067,2026-02-21 02:41:44,14,100k-200k,0,28,,128.0
1956,Google Pixel 7 Pro 128GB (Used),86080.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-7-pro-128gb-used-for-sale-colombo-531,2026-02-21 02:41:44,7,60k-100k,0,31,,128.0
1957,Xiaomi Redmi Note 14 4G| 8GB|256GB (Brand New),52490.0,LKR,Colombo,Brand New,Xiaomi,17 hours,https://ikman.lk/en/ad/xiaomi-redmi-note-14-4g-8gb256gb-brand-new-for-sale-colombo,2026-02-21 02:41:44,14,30k-60k,1,46,,8.0
1958,Google Pixel 7 8GB|128GB (Brand New),95490.0,LKR,Colombo,Brand New,Google,17 hours,https://ikman.lk/en/ad/google-pixel-7-8gb128gb-brand-new-for-sale-colombo-11,2026-02-21 02:41:44,7,60k-100k,1,36,,8.0
1959,Samsung Galaxy A17 4GB|128GB (Brand New),44990.0,LKR,Colombo,Brand New,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-a17-4gb128gb-brand-new-for-sale-colombo-2,2026-02-21 02:41:44,A17,30k-60k,1,40,,4.0
1960,Xiaomi Redmi Note 14 Pro Plus 5G|12GB|512GB (Brand New),112490.0,LKR,Colombo,Brand New,Xiaomi,17 hours,https://ikman.lk/en/ad/xiaomi-redmi-note-14-pro-plus-5g12gb512gb-brand-new-for-sale-colombo-11,2026-02-21 02:41:44,14,100k-200k,1,55,,12.0
1961,Samsung Galaxy S25 Ultra 5G|12GB|256GB (Brand New),278990.0,LKR,Colombo,Brand New,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-s25-ultra-5g12gb256gb-brand-new-for-sale-colombo-1,2026-02-21 02:41:44,S25,>200k,1,50,,12.0
1962,Samsung Galaxy S25 12GB|256GB (Brand New),206490.0,LKR,Colombo,Brand New,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-s25-12gb256gb-brand-new-for-sale-colombo-42,2026-02-21 02:41:44,S25,>200k,1,41,,12.0
1963,Samsung Galaxy S25 FE 8GB|256GB (Brand New),156990.0,LKR,Colombo,Brand New,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-s25-fe-8gb256gb-brand-new-for-sale-colombo-40,2026-02-21 02:41:44,S25,100k-200k,1,43,,8.0
1964,UMIDIGI G9x (Brand New),24750.0,LKR,Anuradhapura,Brand New,Other,17 hours,https://ikman.lk/en/ad/umidigi-g9x-brand-new-for-sale-anuradhapura-1,2026-02-21 02:41:44,G9X,10k-30k,1,23,,
1965,Apple iPhone 12 Pro 256GB (Used),102999.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8861,2026-02-21 02:41:44,12,100k-200k,0,32,,256.0
1966,Google Pixel 6 Pro 128GB (Used),75080.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-6-pro-128gb-used-for-sale-colombo-420,2026-02-21 02:41:48,6,60k-100k,0,31,,128.0
1967,Apple iPhone 15 128GB (Used),155900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-gampaha-723,2026-02-21 02:41:48,15,100k-200k,0,28,,128.0
1968,Apple iPhone 14 128GB (Used),118900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-gampaha-2066,2026-02-21 02:41:48,14,100k-200k,0,28,,128.0
1969,Apple iPhone 12 Pro 128GB (Used),93000.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-gampaha-4425,2026-02-21 02:41:48,12,60k-100k,0,32,,128.0
1970,Infinix Hot 60i 6GB/128GB (Brand New),41490.0,LKR,Colombo,Brand New,Infinix,17 hours,https://ikman.lk/en/ad/infinix-hot-60i-6gb-128gb-brand-new-for-sale-colombo-19,2026-02-21 02:41:48,60I,30k-60k,1,37,,6.0
1971,Google Pixel 7 128GB (Used),67080.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-7-128gb-used-for-sale-colombo-628,2026-02-21 02:41:48,7,60k-100k,0,27,,128.0
1972,Apple iPhone 13 Pro 256GB (Used),134999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-colombo-4836,2026-02-21 02:41:48,13,100k-200k,0,32,,256.0
1973,Google Pixel 7a 128GB (Used),58080.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-7a-128gb-used-for-sale-colombo-233,2026-02-21 02:41:48,7A,30k-60k,0,28,,128.0
1974,UMIDIGI G9x (Brand New),24750.0,LKR,Anuradhapura,Brand New,Other,17 hours,https://ikman.lk/en/ad/umidigi-g9x-brand-new-for-sale-anuradhapura,2026-02-21 02:41:48,G9X,10k-30k,1,23,,
1975,Apple iPhone 11 Pro 256GB (Used),84999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-colombo-11486,2026-02-21 02:41:48,11,60k-100k,0,32,,256.0
1976,Apple iPhone 12 Pro 256GB (Used),99900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8859,2026-02-21 02:41:48,12,60k-100k,0,32,,256.0
1977,Google Pixel 6 256GB (Used),62080.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-6-256gb-used-for-sale-colombo-141,2026-02-21 02:41:48,6,60k-100k,0,27,,256.0
1978,Apple iPhone 13 128GB (Used),99990.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11550,2026-02-21 02:41:48,13,60k-100k,0,28,,128.0
1979,Apple iPhone 12 Pro 256GB (Used),99900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8858,2026-02-21 02:41:48,12,60k-100k,0,32,,256.0
1980,Nokia 105 (Used),2500.0,LKR,Gampaha,Used,Nokia,17 hours,https://ikman.lk/en/ad/nokia-105-dual-used-for-sale-gampaha-1,2026-02-21 02:41:48,105,<10k,0,16,,
1981,Apple iPhone XR 128GB RED FULLSET (Used),49999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-xr-128gb-red-fullset-used-for-sale-colombo-1,2026-02-21 02:41:48,128GB,30k-60k,0,40,,128.0
1982,Apple iPhone 12 Pro 256GB (Used),99900.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10451,2026-02-21 02:41:48,12,60k-100k,0,32,,256.0
1983,Google Pixel 5 128GB (Used),42080.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-5-128gb-used-for-sale-colombo-850,2026-02-21 02:41:48,5,30k-60k,0,27,,128.0
1984,Apple iPhone 12 128GB (Used),84999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9725,2026-02-21 02:41:48,12,60k-100k,0,28,,128.0
1985,Samsung Galaxy A17 5G| 8GB|256GB (Brand New),59990.0,LKR,Colombo,Brand New,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-a17-5g-8gb256gb-brand-new-for-sale-colombo-73,2026-02-21 02:41:48,A17,30k-60k,1,44,,8.0
1986,Infinix Smart 10 Plus 4GB/128GB|01 (Brand New),35490.0,LKR,Colombo,Brand New,Infinix,17 hours,https://ikman.lk/en/ad/infinix-smart-10-plus-4gb-128gb01-brand-new-for-sale-colombo-3,2026-02-21 02:41:48,10,30k-60k,1,46,,4.0
1987,Xiaomi Redmi A3 4GB 128GB (Brand New),34900.0,LKR,Colombo,Brand New,Xiaomi,17 hours,https://ikman.lk/en/ad/xiaomi-redmi-a3-4gb-128gb-brand-new-for-sale-colombo-19,2026-02-21 02:41:48,A3,30k-60k,1,37,,4.0
1988,Samsung Galaxy A05s 64GB | DUALSIM (New),31999.0,LKR,Colombo,Unknown,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-a05s-64gb-dualsim-new-for-sale-colombo-4,2026-02-21 02:41:48,A05S,30k-60k,0,40,,64.0
1989,Apple iPhone 14 Pro 256GB (Used),179900.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-colombo-3245,2026-02-21 02:41:48,14,100k-200k,0,32,,256.0
1990,Samsung Galaxy A54 128GB (Used),58080.0,LKR,Colombo,Used,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-a54-128gb-used-for-sale-colombo-48,2026-02-21 02:41:48,A54,30k-60k,0,31,,128.0
1991,Xiaomi Redmi 15C 8GB 256GB (Brand New),51900.0,LKR,Colombo,Brand New,Xiaomi,17 hours,https://ikman.lk/en/ad/xiaomi-redmi-15c-8gb-256gb-brand-new-for-sale-colombo-214,2026-02-21 02:41:51,15C,30k-60k,1,38,,8.0
1992,Apple iPhone 14 Pro 256GB (Used),179900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-gampaha-2368,2026-02-21 02:41:51,14,100k-200k,0,32,,256.0
1993,Apple iPhone XR 64GB (Used),49999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-xr-64gb-used-for-sale-colombo-2887,2026-02-21 02:41:51,64GB,30k-60k,0,27,,64.0
1994,Infinix Smart 10 HD|2GB/64GB (Brand New),24490.0,LKR,Colombo,Brand New,Infinix,17 hours,https://ikman.lk/en/ad/infinix-smart-10-hd2gb-64gb-brand-new-for-sale-colombo-9,2026-02-21 02:41:51,10,10k-30k,1,40,,2.0
1995,Samsung Galaxy S23 256GB (Used),95080.0,LKR,Colombo,Used,Samsung,17 hours,https://ikman.lk/en/ad/samsung-galaxy-s23-256gb-used-for-sale-colombo-81,2026-02-21 02:41:51,S23,60k-100k,0,31,,256.0
1996,Apple iPhone 11 128GB (Used),69999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-16644,2026-02-21 02:41:51,11,60k-100k,0,28,,128.0
1997,Apple iPhone 14 Pro 256GB (Used),179900.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-gampaha-2367,2026-02-21 02:41:51,14,100k-200k,0,32,,256.0
1998,Google Pixel 7 128GB (Used),69999.0,LKR,Colombo,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-7-128gb-used-for-sale-colombo-497,2026-02-21 02:41:51,7,60k-100k,0,27,,128.0
1999,Apple iPhone SE 2 (Used),27500.0,LKR,Kandy,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-se-2-used-for-sale-kandy-930,2026-02-21 02:41:51,2,10k-30k,0,24,,
2000,Apple iPhone XR 128GB (Used),54999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-xr-128gb-used-for-sale-colombo-3274,2026-02-21 02:41:51,128GB,30k-60k,0,28,,128.0
2001,Apple iPhone 8 Plus Battery,5500.0,LKR,Gampaha,Unknown,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-8-plus-battery-for-sale-gampaha-35,2026-02-21 02:41:51,8,<10k,0,27,,
2002,Google Pixel 10 Pro XL 16GB 256GB ESIM (Used),215900.0,LKR,Gampaha,Used,Google,17 hours,https://ikman.lk/en/ad/google-pixel-10-pro-xl-16gb-256gb-esim-used-for-sale-gampaha-2,2026-02-21 02:41:51,10,>200k,0,45,,16.0
2003,Honor X5 Plus (Used),24000.0,LKR,Colombo,Used,Honor,17 hours,https://ikman.lk/en/ad/honor-x5-plus-used-for-sale-colombo-170,2026-02-21 02:41:51,X5,10k-30k,0,20,,
2004,Sony Xperia 10 IV 128GB (Used),38080.0,LKR,Colombo,Used,Sony,17 hours,https://ikman.lk/en/ad/sony-xperia-10-iv-128gb-used-for-sale-colombo-16,2026-02-21 02:41:51,10,30k-60k,0,30,,128.0
2005,Apple iPhone 15 128GB (Used),154999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-colombo-3524,2026-02-21 02:41:51,15,100k-200k,0,28,,128.0
2006,Sony Xperia 10 IV 128GB (Used),34080.0,LKR,Colombo,Used,Sony,17 hours,https://ikman.lk/en/ad/sony-xperia-10-iv-128gb-used-for-sale-colombo-15,2026-02-21 02:41:51,10,30k-60k,0,30,,128.0
2007,Apple iPhone XS 256GB (Used),59999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-xs-256gb-used-for-sale-colombo-8120,2026-02-21 02:41:51,256GB,30k-60k,0,28,,256.0
2008,Apple iPhone 15 Pro 128GB (Used),204999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-colombo-1513,2026-02-21 02:41:51,15,>200k,0,32,,128.0
2009,Apple iPhone 13 Pro 128 GB Bb (Used),131999.0,LKR,Gampaha,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-128-gb-bb-used-for-sale-gampaha-2,2026-02-21 02:41:51,13,100k-200k,0,36,,128.0
2010,Apple iPhone 14 (Used),110000.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1666,2026-02-21 02:41:51,14,100k-200k,0,22,,
2011,Apple iPhone 13 [White] - 128GB (Used),106999.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-white-128gb-used-for-sale-colombo-5,2026-02-21 02:41:51,13,100k-200k,0,38,,128.0
2012,Apple iPhone 13 Pro Display,18499.0,LKR,Gampaha,Unknown,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-display-for-sale-gampaha-8,2026-02-21 02:41:51,13,10k-30k,0,27,,
2013,Apple iPhone 11 Pro Max 256GB (Used),98500.0,LKR,Colombo,Used,Apple,17 hours,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-used-for-sale-colombo-6470,2026-02-21 02:41:51,11,60k-100k,0,36,,256.0
